College_Name,Location,Fees,College_URL
"College of Nursing Thalassery, Kannur","Kannur, Kerala","₹ 1,06,325",https://collegedunia.com/college/55247-college-of-nursing-thalassery-kannur
"Westfort College of Nursing - [WCN], Thrissur","Thrissur, Kerala","₹ 1,06,325",https://collegedunia.com/college/55267-westfort-college-of-nursing-wcn-thrissur
"Vinayaka Missions Sikkim University - [VMSU], Gangtok","Gangtok, Sikkim","₹ 3,82,000",https://collegedunia.com/university/25859-vinayaka-missions-sikkim-university-vmsu-gangtok
"Radha Govind University - [RGU], Ramgarh","Ramgarh, Jharkhand","₹ 1,00,000",https://collegedunia.com/university/59951-radha-govind-university-rgu-ramgarh
"Mass College of Nursing, Udaipur","Udaipur, Rajasthan","₹ 95,000",https://collegedunia.com/college/11966-mass-college-of-nursing-udaipur
"Mother College of Nursing, Thrissur","Thrissur, Kerala","₹ 95,000",https://collegedunia.com/college/11997-mother-college-of-nursing-thrissur
"Dr. M.G.R. Educational and Research Institute, Chennai","Chennai, Tamil Nadu","₹ 1,40,000",https://collegedunia.com/university/25877-dr-mgr-educational-and-research-institute-chennai
"Apex Professional University - [APU], Pasighat","Pasighat, Arunachal Pradesh","₹ 95,000",https://collegedunia.com/university/54843-apex-professional-university-apu-pasighat
"Christian College Of Nursing, Dindigul","Dindigul, Tamil Nadu","₹ 95,000",https://collegedunia.com/college/55492-christian-college-of-nursing-dindigul
"Smt. Vidyawati Group of Institutions - [SVGI], Jhansi","Jhansi, Uttar Pradesh","₹ 95,000",https://collegedunia.com/college/60153-smt-vidyawati-group-of-institutions-svgi-jhansi
"Bapu Gujarat Knowledge Village - [Bapu GKV], Gandhinagar","Gandhinagar, Gujarat","₹ 95,000",https://collegedunia.com/college/60174-bapu-gujarat-knowledge-village-bapu-gkv-gandhinagar
"Shankersinh Vaghela Bapu Institute of Nursing - [SVBIN], Gandhinagar","Gandhinagar, Gujarat","₹ 95,000",https://collegedunia.com/college/60176-shankersinh-vaghela-bapu-institute-of-nursing-svbin-gandhinagar
"Ganpati Group of Institute, Bhopal","Bhopal, Madhya Pradesh","₹ 95,000",https://collegedunia.com/college/62394-ganpati-group-of-institute-bhopal
"Sikkim Professional University, West Sikkim","West Sikkim, Sikkim","₹ 95,000",https://collegedunia.com/university/62653-sikkim-professional-university-west-sikkim
"Ganpati College of Nursing, Bhopal","Bhopal, Madhya Pradesh","₹ 95,000",https://collegedunia.com/college/63482-ganpati-college-of-nursing-bhopal
"Sushila Institute of Medical Sciences, Dehradun","Dehradun, Uttarakhand","₹ 95,000",https://collegedunia.com/college/63800-sushila-institute-of-medical-sciences-dehradun
"Holy Spirit Institute of Nursing Education, Mumbai","Mumbai, Maharashtra","₹ 95,000",https://collegedunia.com/college/63904-holy-spirit-institute-of-nursing-education-mumbai
"Datta Meghe College of Nursing, Nagpur","Nagpur, Maharashtra","₹ 95,000",https://collegedunia.com/college/63905-datta-meghe-college-of-nursing-nagpur
"Matoshri College of Nursing, Nashik","Nashik, Maharashtra","₹ 95,000",https://collegedunia.com/college/63911-matoshri-college-of-nursing-nashik
"K.T. Patil College of Pharmacy - [KTPCOP], Osmanabad","Osmanabad, Maharashtra","₹ 94,500",https://collegedunia.com/college/9585-kt-patil-college-of-pharmacy-ktpcop-osmanabad
"Drs. Kiran and Pallavi Patel Global University, Vadodara","Vadodara, Gujarat","₹ 94,500",https://collegedunia.com/university/12964-drs-kiran-and-pallavi-patel-global-university-vadodara
"Al Shifa College of Paramedical Sciences, Perinthalmanna","Perinthalmanna, Kerala","₹ 3,76,900",https://collegedunia.com/college/10234-al-shifa-college-of-paramedical-sciences-perinthalmanna
"Medical Trust Institute of Medical Sciences - [MTIMS], Kochi","Kochi, Kerala","₹ 3,76,900",https://collegedunia.com/college/10729-medical-trust-institute-of-medical-sciences-mtims-kochi
"MIMS College of Allied Health Sciences Vazhayoor, Malappuram","Malappuram, Kerala","₹ 3,76,900",https://collegedunia.com/college/16721-mims-college-of-allied-health-sciences-vazhayoor-malappuram
"Lisieux College of Paramedical Sciences - [LCPS], Ernakulam","Ernakulam, Kerala","₹ 3,76,900",https://collegedunia.com/college/55224-lisieux-college-of-paramedical-sciences-lcps-ernakulam
"KVM Institute of Paramedical Sciences - [KVMIPMS], Cherthala","Cherthala, Kerala","₹ 3,76,900",https://collegedunia.com/college/55246-kvm-institute-of-paramedical-sciences-kvmipms-cherthala
"Moulana Institute of Paramedical Sciences Angadippuram, Malappuram","Malappuram, Kerala","₹ 3,76,900",https://collegedunia.com/college/55263-moulana-institute-of-paramedical-sciences-angadippuram-malappuram
"EMS College of Paramedical Sciences, Malappuram","Malappuram, Kerala","₹ 95,350",https://collegedunia.com/college/55322-ems-college-of-paramedical-sciences-malappuram
"St. Gregorios College of Health Science Parumala, Pathanamthitta","Pathanamthitta, Kerala","₹ 3,76,900",https://collegedunia.com/college/55357-st-gregorios-college-of-health-science-parumala-pathanamthitta
"Mohammad Ali Jauhar University, Rampur","Rampur, Uttar Pradesh","₹ 1,00,700",https://collegedunia.com/university/25959-mohammad-ali-jauhar-university-rampur
"Apeejay Stya University - [ASU], Gurgaon","Gurgaon, Haryana","₹ 1,25,200",https://collegedunia.com/university/25518-apeejay-stya-university-asu-gurgaon
"Maharishi Markandeshwar - [MMU], Solan","Solan, Himachal Pradesh","₹ 93,500",https://collegedunia.com/university/25562-maharishi-markandeshwar-mmu-solan
"Saveetha College of Allied Health Sciences - [SCAHS], Chennai","Chennai, Tamil Nadu","₹ 1,25,000",https://collegedunia.com/college/63469-saveetha-college-of-allied-health-sciences-scahs-chennai
"Cheran College of Allied Health Science, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,25,000",https://collegedunia.com/college/64982-cheran-college-of-allied-health-science-coimbatore
"School of Bioscience, Apeejay Stya University -[SBS], Gurgaon","Gurgaon, Haryana","₹ 1,30,200",https://collegedunia.com/college/59763-school-of-bioscience-apeejay-stya-university-sbs-gurgaon
"Sushant University, Gurgaon","Gurgaon, Haryana","₹ 1,28,120",https://collegedunia.com/university/25517-sushant-university-gurgaon
"Holy Family Institute of Nursing Education - [HFINE], Thane","Thane, Maharashtra","₹ 93,500",https://collegedunia.com/college/11662-holy-family-institute-of-nursing-education-hfine-thane
"Dr Panjabrao Deshmukh Memorial Medical College, Amravati","Amravati, Maharashtra","₹ 93,000",https://collegedunia.com/college/10404-dr-panjabrao-deshmukh-memorial-medical-college-amravati
"Guru Gobind Singh Indraprastha University - [GGSIPU], New Delhi","New Delhi, Delhi NCR","₹ 1,02,000",https://collegedunia.com/university/25450-guru-gobind-singh-indraprastha-university-ggsipu-new-delhi
"P. D. Hinduja Hospital & Medical Research Centre College of Nursing, Mumbai","Mumbai, Maharashtra","₹ 93,000",https://collegedunia.com/college/57665-p-d-hinduja-hospital-and-medical-research-centre-college-of-nursing-mumbai
"Vikrant Group of Institutions - [VGI], Indore","Indore, Madhya Pradesh","₹ 93,000",https://collegedunia.com/college/60843-vikrant-group-of-institutions-vgi-indore
"Desh Bhagat University - [DBU], Gobindgarh","Gobindgarh, Punjab","₹ 92,600",https://collegedunia.com/university/25780-desh-bhagat-university-dbu-gobindgarh
"Brainware University, Kolkata","Kolkata, West Bengal","₹ 3,70,200",https://collegedunia.com/university/57217-brainware-university-kolkata
"PES University Electronic City Campus, Bangalore","Bangalore, Karnataka","₹ 1,30,000",https://collegedunia.com/university/56859-pes-university-electronic-city-campus-bangalore
"Department of Para-Medical Sciences, Sumandeep Vidyapeeth, Vadodara","Vadodara, Gujarat","₹ 1,00,000",https://collegedunia.com/college/60291-department-of-paramedical-sciences-sumandeep-vidyapeeth-vadodara
"Yashraj Institute of Education - [YRIE], Lucknow","Lucknow, Uttar Pradesh","₹ 1,00,000",https://collegedunia.com/college/64625-yashraj-institute-of-education-yrie-lucknow
"Uttaranchal University, Dehradun","Dehradun, Uttarakhand","₹ 92,000",https://collegedunia.com/university/26001-uttaranchal-university-dehradun
"Indore Nursing College, Indore","Indore, Madhya Pradesh","₹ 97,500",https://collegedunia.com/college/11691-indore-nursing-college-indore
"Uka Tarsadia University, Bardoli","Bardoli, Gujarat","₹ 1,14,000",https://collegedunia.com/university/25514-uka-tarsadia-university-bardoli
"G.H Raisoni University - [GHRU], Saikheda","Saikheda, Madhya Pradesh","₹ 91,000",https://collegedunia.com/university/58559-gh-raisoni-university-ghru-saikheda
"Malik Deenar College of Nursing, Kasaragod","Kasaragod, Kerala","₹ 91,300",https://collegedunia.com/college/11927-malik-deenar-college-of-nursing-kasaragod
"Mount Zion College of Nursing - [MZCN], Pudukkottai","Pudukkottai, Tamil Nadu","₹ 90,000",https://collegedunia.com/college/12011-mount-zion-college-of-nursing-mzcn-pudukkottai
"Swami Vivekanand Institute of Engineering & Technology - [SVIET], Patiala","Patiala, Punjab","₹ 3,60,000",https://collegedunia.com/college/15392-swami-vivekanand-institute-of-engineering-and-technology-sviet-patiala
"Sumandeep Vidyapeeth, Vadodara","Vadodara, Gujarat","₹ 90,000",https://collegedunia.com/university/25513-sumandeep-vidyapeeth-vadodara
"RKDF University, Bhopal","Bhopal, Madhya Pradesh","₹ 90,000",https://collegedunia.com/university/25684-rkdf-university-bhopal
"Archana College of Engineering - [ACE], Alappuzha","Alappuzha, Kerala","₹ 90,000",https://collegedunia.com/college/28394-archana-college-of-engineering-ace-alappuzha
"Dr. Subhash University, Junagadh","Junagadh, Gujarat","₹ 90,000",https://collegedunia.com/university/28609-dr-subhash-university-junagadh
"VIIT Group of College, Bulandshahr","Bulandshahr, Uttar Pradesh","₹ 90,000",https://collegedunia.com/college/45621-viit-group-of-college-bulandshahr
"Holy Family Hospital - [HFH], Idukki","Idukki, Kerala","₹ 90,000",https://collegedunia.com/college/55218-holy-family-hospital-hfh-idukki
"Sumandeep Nursing College, Vadodara","Vadodara, Gujarat","₹ 90,000",https://collegedunia.com/college/56926-sumandeep-nursing-college-vadodara
"LNCT University - [LNCTU], Bhopal","Bhopal, Madhya Pradesh","₹ 90,000",https://collegedunia.com/university/56938-lnct-university-lnctu-bhopal
"Amrapali University, Haldwani","Haldwani, Uttarakhand","₹ 90,000",https://collegedunia.com/university/59419-amrapali-university-haldwani
"Centurion University of Technology and Management - [CUTM], Vizianagaram","Vizianagaram, Andhra Pradesh","₹ 90,000",https://collegedunia.com/university/59556-centurion-university-of-technology-and-management-cutm-vizianagaram
"KNP Group of Institutions, Bhopal","Bhopal, Madhya Pradesh","₹ 90,000",https://collegedunia.com/college/59739-knp-group-of-institutions-bhopal
"SAM Global University, Bhopal","Bhopal, Madhya Pradesh","₹ 90,000",https://collegedunia.com/university/60633-sam-global-university-bhopal
"St.Mary's College of Health Science, Tenkasi","Tenkasi, Tamil Nadu","₹ 1,20,000",https://collegedunia.com/college/60647-stmarys-college-of-health-science-tenkasi
"RMS Campus, Vadodara","Vadodara, Gujarat","₹ 90,000",https://collegedunia.com/college/60790-rms-campus-vadodara
"NEPEDS Group of Institutions, Guwahati","Guwahati, Assam","₹ 3,60,000",https://collegedunia.com/college/62233-nepeds-group-of-institutions-guwahati
"Sigma University, Vadodara","Vadodara, Gujarat","₹ 1,10,000",https://collegedunia.com/university/62794-sigma-university-vadodara
"Max Healthcare Education Vaishali, Ghaziabad","Ghaziabad, Uttar Pradesh","₹ 3,60,000",https://collegedunia.com/college/63461-max-healthcare-education-vaishali-ghaziabad
"Max Healthcare Education Rohini, New Delhi","New Delhi, Delhi NCR","₹ 3,60,000",https://collegedunia.com/college/63470-max-healthcare-education-rohini-new-delhi
"Swasthya Kalyan Institute Of Medical Technology and Nursing Education, Jaipur","Jaipur, Rajasthan","₹ 90,000",https://collegedunia.com/college/63806-swasthya-kalyan-institute-of-medical-technology-and-nursing-education-jaipur
"Surajmal University - [SMU], Udham Singh Nagar","Udham Singh Nagar, Uttarakhand","₹ 90,000",https://collegedunia.com/university/63890-surajmal-university-smu-udham-singh-nagar
"Awasthi Group of Institutions, Solan","Solan, Himachal Pradesh","₹ 90,000",https://collegedunia.com/college/64032-awasthi-group-of-institutions-solan
"Sahara College of Nursing and Paramedical Sciences, Lucknow","Lucknow, Uttar Pradesh","₹ 90,000",https://collegedunia.com/college/64088-sahara-college-of-nursing-and-paramedical-sciences-lucknow
"Core College Of Nursing & Paramedical, Indore","Indore, Madhya Pradesh","₹ 90,000",https://collegedunia.com/college/64120-core-college-of-nursing-and-paramedical-indore
"Umalok Group of Institutions, Meerut","Meerut, Uttar Pradesh","₹ 90,000",https://collegedunia.com/college/64210-umalok-group-of-institutions-meerut
"VG Institute of Paramedical Sciences, Coimbatore","Coimbatore, Tamil Nadu","₹ 1,20,000",https://collegedunia.com/college/64389-vg-institute-of-paramedical-sciences-coimbatore
"Deepmala College of Nursing, Bareilly","Bareilly, Uttar Pradesh","₹ 90,000",https://collegedunia.com/college/65021-deepmala-college-of-nursing-bareilly
"Avinashilingam Institute For Home Science and Higher Education For Women, Coimbatore","Coimbatore, Tamil Nadu","₹ 92,835",https://collegedunia.com/university/25869-avinashilingam-institute-for-home-science-and-higher-education-for-women-coimbatore
"NSHM Knowledge Campus, Durgapur","Durgapur, West Bengal","₹ 98,400",https://collegedunia.com/college/59319-nshm-knowledge-campus-durgapur
"Sardar Bhagwan Singh University - [SBS], Dehradun","Dehradun, Uttarakhand","₹ 1,14,500",https://collegedunia.com/university/59962-sardar-bhagwan-singh-university-sbs-dehradun
"Himalayan Group of Professional Institutions, Sirmaur","Sirmaur, Himachal Pradesh","₹ 88,750",https://collegedunia.com/college/27746-himalayan-group-of-professional-institutions-sirmaur
"NRI Institute of Nursing - [NIN], Bhopal","Bhopal, Madhya Pradesh","₹ 88,730",https://collegedunia.com/college/59389-nri-institute-of-nursing-nin-bhopal
"NRI Group of Institutions, Bhopal","Bhopal, Madhya Pradesh","₹ 88,730",https://collegedunia.com/college/61236-nri-group-of-institutions-bhopal
"Terna Nursing College - [TNC], Navi Mumbai","Navi Mumbai, Maharashtra","₹ 1,11,500",https://collegedunia.com/college/63222-terna-nursing-college-tnc-navi-mumbai
"Red Crescent College of Nursing, Calicut","Calicut, Kerala","₹ 70,000",https://collegedunia.com/college/55366-red-crescent-college-of-nursing-calicut
"Indira Gandhi School and College of Nursing - [IGSCON] Munshiganj, Amethi","Amethi, Uttar Pradesh","₹ 87,500",https://collegedunia.com/college/59132-indira-gandhi-school-and-college-of-nursing-igscon-munshiganj-amethi
"JSS Medical College and Hospital - [JSSMCH], Mysore","Mysore, Karnataka","₹ 1,16,600",https://collegedunia.com/college/10579-jss-medical-college-and-hospital-jssmch-mysore
"Dr. Somervell Memorial CSI Medical College and Hospital - [Dr. SMCSI], Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 1,13,025",https://collegedunia.com/college/10412-dr-somervell-memorial-csi-medical-college-and-hospital-dr-smcsi-thiruvananthapuram
"Six Sigma Institute of Technology and Science -[SSITS], Rudrapur","Rudrapur, Uttarakhand","₹ 92,890",https://collegedunia.com/college/62838-six-sigma-institute-of-technology-and-science-ssits-rudrapur
"St John's Medical College, Bangalore","Bangalore, Karnataka","₹ 89,870",https://collegedunia.com/college/11077-st-johns-medical-college-bangalore
"Amogha Institute of Professional and Technical Education, Ghaziabad","Ghaziabad, Uttar Pradesh","₹ 1,01,000",https://collegedunia.com/college/19500-amogha-institute-of-professional-and-technical-education-ghaziabad
"VSPM Madhuribai Deshmukh Institute of Nursing Education, Nagpur","Nagpur, Maharashtra","₹ 90,000",https://collegedunia.com/college/63378-vspm-madhuribai-deshmukh-institute-of-nursing-education-nagpur
"Byramjee Jeejeebhoy Government Medical College - [BJMC], Pune","Pune, Maharashtra","₹ 3,42,000",https://collegedunia.com/college/10289-byramjee-jeejeebhoy-government-medical-college-bjmc-pune
"A.K.G Memorial Co-Operative College of Nursing, Kannur","Kannur, Kerala","₹ 93,000",https://collegedunia.com/college/11193-akg-memorial-cooperative-college-of-nursing-kannur
"Arihant College of Nursing - [ACN], Haridwar","Haridwar, Uttarakhand","₹ 1,05,000",https://collegedunia.com/college/63788-arihant-college-of-nursing-acn-haridwar
"Rajeev Gandhi College, Bhopal","Bhopal, Madhya Pradesh","₹ 85,000",https://collegedunia.com/college/3639-rajeev-gandhi-college-bhopal
"S.Tech College of Nursing, Bhilwara","Bhilwara, Rajasthan","₹ 85,000",https://collegedunia.com/college/12232-stech-college-of-nursing-bhilwara
"Shivnath Singh College, Gwalior","Gwalior, Madhya Pradesh","₹ 85,000",https://collegedunia.com/college/12370-shivnath-singh-college-gwalior
"Aravali Institute of Technical Studies - [AITS], Udaipur","Udaipur, Rajasthan","₹ 85,000",https://collegedunia.com/college/12863-aravali-institute-of-technical-studies-aits-udaipur
"Arunachal University of Studies - [AUS], Lohit","Lohit, Arunachal Pradesh","₹ 85,000",https://collegedunia.com/university/54826-arunachal-university-of-studies-aus-lohit
"Swarrnim Startup & Innovation University, Gandhinagar","Gandhinagar, Gujarat","₹ 85,000",https://collegedunia.com/university/59705-swarrnim-startup-and-innovation-university-gandhinagar
"Kaloji Narayana Rao University of Health Sciences, Warangal","Warangal, Telangana","₹ 85,000",https://collegedunia.com/university/60417-kaloji-narayana-rao-university-of-health-sciences-warangal
"Aisect College of Professional Studies, Indore","Indore, Madhya Pradesh","₹ 85,000",https://collegedunia.com/college/63110-aisect-college-of-professional-studies-indore
"Monark University, Ahmedabad","Ahmedabad, Gujarat","₹ 85,000",https://collegedunia.com/university/63440-monark-university-ahmedabad
"Aarogyam Institute of Paramedical & Allied Sciences, Roorkee","Roorkee, Uttarakhand","₹ 85,000",https://collegedunia.com/college/63525-aarogyam-institute-of-paramedical-and-allied-sciences-roorkee
"DS Paramedical & Nursing College, Mathura","Mathura, Uttar Pradesh","₹ 85,000",https://collegedunia.com/college/63607-ds-paramedical-and-nursing-college-mathura
"Arpit Nursing College, Rajkot","Rajkot, Gujarat","₹ 85,000",https://collegedunia.com/college/64439-arpit-nursing-college-rajkot
"JMD Institute Of Nursing, Gandhinagar","Gandhinagar, Gujarat","₹ 85,000",https://collegedunia.com/college/65135-jmd-institute-of-nursing-gandhinagar
"Choithram College of Nursing - [CCON], Indore","Indore, Madhya Pradesh","₹ 84,500",https://collegedunia.com/college/58667-choithram-college-of-nursing-ccon-indore
"Army Institute of Nursing - [AIN], Guwahati","Guwahati, Assam","₹ 94,658",https://collegedunia.com/college/11288-army-institute-of-nursing-ain-guwahati
"SMCH College of Allied Health Science, Coimbatore","Coimbatore, Tamil Nadu","₹ 3,35,000",https://collegedunia.com/college/63758-smch-college-of-allied-health-science-coimbatore
"SNS College of Allied Health Sciences, Coimbatore","Coimbatore, Tamil Nadu","₹ 3,35,000",https://collegedunia.com/college/63759-sns-college-of-allied-health-sciences-coimbatore
"Shri Venkateshwara University - [SVU], Amroha","Amroha, Uttar Pradesh","₹ 83,500",https://collegedunia.com/university/25975-shri-venkateshwara-university-svu-amroha
"Khyati Foundation, Ahmedabad","Ahmedabad, Gujarat","₹ 89,600",https://collegedunia.com/college/59969-khyati-foundation-ahmedabad
"Khyati School of Nursing - [KSN], Ahmedabad","Ahmedabad, Gujarat","₹ 89,600",https://collegedunia.com/college/59999-khyati-school-of-nursing-ksn-ahmedabad
"MES College of Nursing, Perinthalmanna","Perinthalmanna, Kerala","₹ 90,500",https://collegedunia.com/college/11880-mes-college-of-nursing-perinthalmanna
"Mar Baselios College of Nursing - [MBCN], Kothamangalam","Kothamangalam, Kerala","₹ 90,500",https://collegedunia.com/college/11952-mar-baselios-college-of-nursing-mbcn-kothamangalam
"Pushpagiri College of Nursing, Thiruvalla","Thiruvalla, Kerala","₹ 90,500",https://collegedunia.com/college/12147-pushpagiri-college-of-nursing-thiruvalla
"TMM College of Nursing - [TMMCN], Tiruvalla","Tiruvalla, Kerala","₹ 90,500",https://collegedunia.com/college/12594-tmm-college-of-nursing-tmmcn-tiruvalla
"Amala college of Nursing, Thrissur","Thrissur, Kerala","₹ 90,500",https://collegedunia.com/college/55201-amala-college-of-nursing-thrissur
"Caritas College of Nursing - [CCN], Kottayam","Kottayam, Kerala","₹ 90,500",https://collegedunia.com/college/55206-caritas-college-of-nursing-ccn-kottayam
"Lourdes College of Nursing - [LCN], Kochi","Kochi, Kerala","₹ 90,500",https://collegedunia.com/college/55212-lourdes-college-of-nursing-lcn-kochi
"MIMS College of Nursing, Malappuram","Malappuram, Kerala","₹ 90,500",https://collegedunia.com/college/55282-mims-college-of-nursing-malappuram
"Sree Anjaneya College of Nursing, Calicut","Calicut, Kerala","₹ 90,500",https://collegedunia.com/college/55332-sree-anjaneya-college-of-nursing-calicut
"PPG Institute Of Optometry, Coimbatore","Coimbatore, Tamil Nadu","₹ 92,000",https://collegedunia.com/college/63780-ppg-institute-of-optometry-coimbatore
"Government Medical College - [GMC], Kannur","Kannur, Kerala","₹ 99,300",https://collegedunia.com/college/55177-government-medical-college-gmc-kannur
"Swami Devi Dyal Group of Professional Institutions, Panchkula","Panchkula, Haryana","₹ 82,800",https://collegedunia.com/college/64229-swami-devi-dyal-group-of-professional-institutions-panchkula
"MVM Group of Institutions, Bangalore","Bangalore, Karnataka","₹ 3,30,000",https://collegedunia.com/college/63120-mvm-group-of-institutions-bangalore
"Mahendra Gayatri Nursing and Paramedical College, Bareilly","Bareilly, Uttar Pradesh","₹ 90,000",https://collegedunia.com/college/64910-mahendra-gayatri-nursing-and-paramedical-college-bareilly
"Rajarajeswari Medical College And Hospital - [RRMCH], Bangalore","Bangalore, Karnataka","₹ 1,09,800",https://collegedunia.com/college/56519-rajarajeswari-medical-college-and-hospital-rrmch-bangalore
"Srinivas University, Mangalore","Mangalore, Karnataka","₹ 1,28,000",https://collegedunia.com/university/55863-srinivas-university-mangalore
"Nootan College of Nursing, Visnagar","Visnagar, Gujarat","₹ 82,000",https://collegedunia.com/college/62210-nootan-college-of-nursing-visnagar
"Sitabai Nargundkar College of Nursing for Women, Nagpur","Nagpur, Maharashtra","₹ 82,000",https://collegedunia.com/college/63384-sitabai-nargundkar-college-of-nursing-for-women-nagpur
"Era University - [EU], Lucknow","Lucknow, Uttar Pradesh","₹ 1,09,000",https://collegedunia.com/university/59026-era-university-eu-lucknow
"The Apollo University, Chittoor","Chittoor, Andhra Pradesh","₹ 1,04,300",https://collegedunia.com/university/62879-the-apollo-university-chittoor
"KMCT College of Nursing Manassery, Kozhikode","Kozhikode, Kerala","₹ 1,06,325",https://collegedunia.com/college/11766-kmct-college-of-nursing-manassery-kozhikode
"ITM University, School of Nursing Sciences, Gwalior","Gwalior, Madhya Pradesh","₹ 85,000",https://collegedunia.com/college/58731-itm-university-school-of-nursing-sciences-gwalior
"Kalka Group Of Institutions- [KGI], Meerut","Meerut, Uttar Pradesh","₹ 85,000",https://collegedunia.com/college/59465-kalka-group-of-institutions-kgi-meerut
"Smt. Nagarathnamma College of Nursing - [SNCN], Bangalore","Bangalore, Karnataka","₹ 81,000",https://collegedunia.com/college/11209-smt-nagarathnamma-college-of-nursing-sncn-bangalore
"Sri Devaraj URS Academy of Higher Education & Research, Kolar","Kolar, Karnataka","₹ 1,08,000",https://collegedunia.com/university/25624-sri-devaraj-urs-academy-of-higher-education-and-research-kolar
"Amaltas Institute of Medical Sciences, Dewas","Dewas, Madhya Pradesh","₹ 81,000",https://collegedunia.com/college/64654-amaltas-institute-of-medical-sciences-dewas
"Swami Vishnu Chaitanya School of Nursing, Dehradun","Dehradun, Uttarakhand","₹ 90,000",https://collegedunia.com/college/64125-swami-vishnu-chaitanya-school-of-nursing-dehradun
"Acharya Institute of Health Sciences - [AIHS], Bangalore","Bangalore, Karnataka","₹ 1,82,000",https://collegedunia.com/college/10217-acharya-institute-of-health-sciences-aihs-bangalore
"Ananthapuri Hospitals and Research Institute, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 80,500",https://collegedunia.com/college/10255-ananthapuri-hospitals-and-research-institute-thiruvananthapuram
"Moulana College of Nursing, Perinthalmanna","Perinthalmanna, Kerala","₹ 80,500",https://collegedunia.com/college/10749-moulana-college-of-nursing-perinthalmanna
"SIMET College of Nursing Muttathara, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 90,500",https://collegedunia.com/college/55333-simet-college-of-nursing-muttathara-thiruvananthapuram
"St Gregorios college of nursing Parumala, Pathanamthitta","Pathanamthitta, Kerala","₹ 80,500",https://collegedunia.com/college/55354-st-gregorios-college-of-nursing-parumala-pathanamthitta
"Co-Operative College of Nursing, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 80,500",https://collegedunia.com/college/55388-cooperative-college-of-nursing-thiruvananthapuram
"Nehru Group of Institutions - [NGI], Coimbatore","Coimbatore, Tamil Nadu","₹ 80,500",https://collegedunia.com/college/62135-nehru-group-of-institutions-ngi-coimbatore
"Bharati Vidyapeeth College of Nursing - [BVCN], Pune","Pune, Maharashtra","₹ 80,000",https://collegedunia.com/college/11378-bharati-vidyapeeth-college-of-nursing-bvcn-pune
"Lourde College of Nursing, Taliparamba","Taliparamba, Kerala","₹ 80,000",https://collegedunia.com/college/11872-lourde-college-of-nursing-taliparamba
"Nishat Hospital and Institute of Paramedical Sciences and College of Nursing, Barabanki","Barabanki, Uttar Pradesh","₹ 80,000",https://collegedunia.com/college/12069-nishat-hospital-and-institute-of-paramedical-sciences-and-college-of-nursing-barabanki
"Shri Balaji College of Nursing, Udaipur","Udaipur, Rajasthan","₹ 80,000",https://collegedunia.com/college/12383-shri-balaji-college-of-nursing-udaipur
"SR University - [SRU], Warangal","Warangal, Telangana","₹ 1,10,000",https://collegedunia.com/university/15181-sr-university-sru-warangal
"Bhagwan Mahavir Education Foundation - [BMEF], Surat","Surat, Gujarat","₹ 80,000",https://collegedunia.com/college/27949-bhagwan-mahavir-education-foundation-bmef-surat
"Excel Group of Institutions, Namakkal","Namakkal, Tamil Nadu","₹ 80,000",https://collegedunia.com/college/28163-excel-group-of-institutions-namakkal
"Rayat Bahra University, Mohali","Mohali, Punjab","₹ 80,000",https://collegedunia.com/university/54837-rayat-bahra-university-mohali
"Mangalayatan University, Institute of Applied Sciences - [IAS], Aligarh","Aligarh, Uttar Pradesh","₹ 80,000",https://collegedunia.com/college/57116-mangalayatan-university-institute-of-applied-sciences-ias-aligarh
"Vinayaka Institute of Nursing, Anand","Anand, Gujarat","₹ 80,000",https://collegedunia.com/college/59974-vinayaka-institute-of-nursing-anand
"Bhagwan Mahavir School of Nursing, Surat","Surat, Gujarat","₹ 80,000",https://collegedunia.com/college/60186-bhagwan-mahavir-school-of-nursing-surat
"Sai Tirupati University, Udaipur","Udaipur, Rajasthan","₹ 80,000",https://collegedunia.com/university/60400-sai-tirupati-university-udaipur
"Sapphire Group of Institutions - [SGI], Indore","Indore, Madhya Pradesh","₹ 80,000",https://collegedunia.com/college/60855-sapphire-group-of-institutions-sgi-indore
"R.K. Group of Institutions, Bareilly","Bareilly, Uttar Pradesh","₹ 80,000",https://collegedunia.com/college/62685-rk-group-of-institutions-bareilly
"International College of Nursing - [ICN], Tarn Taran","Tarn Taran, Punjab","₹ 80,000",https://collegedunia.com/college/63576-international-college-of-nursing-icn-tarn-taran
"SRC Nursing & Paramedical Institute, Mathura","Mathura, Uttar Pradesh","₹ 80,000",https://collegedunia.com/college/63606-src-nursing-and-paramedical-institute-mathura
"Gandhinagar University, Gandhinagar","Gandhinagar, Gujarat","₹ 35,000",https://collegedunia.com/university/63957-gandhinagar-university-gandhinagar
"Maan Group Of College, Bhopal","Bhopal, Madhya Pradesh","₹ 80,000",https://collegedunia.com/college/64411-maan-group-of-college-bhopal
"Renu Mahesh Seva Sansthan, Hardoi","Hardoi, Uttar Pradesh","₹ 80,000",https://collegedunia.com/college/65216-renu-mahesh-seva-sansthan-hardoi
